node_id,date,daily_load_kwh,temp_c,weather_severity,vibration_g,failure_occurred
NODE_001,2024-01-01,1798.2729098385914,28.75751295080687,1,0.050583851500594745,0
NODE_001,2024-01-02,1715.3215097679895,1.03523933920472,5,1.0535602541849374,0
NODE_001,2024-01-03,2069.755422637091,9.789565450274058,3,0.1876627199653904,0
NODE_001,2024-01-04,3237.6761516567435,0.10971909120520529,2,0.8297764429627581,0
NODE_001,2024-01-05,2874.3869331505803,-5.662147307787991,2,1.0232693444532557,0
NODE_001,2024-01-06,3278.9466782561285,31.90268544890931,5,1.8243559333252735,0
NODE_001,2024-01-07,3687.258315860895,19.78840015975989,1,0.40773702527825817,0
NODE_001,2024-01-08,4596.750622265245,0.3092672528765643,3,0.35129489042220263,0
NODE_001,2024-01-09,1603.6959400675826,10.50415812472275,5,0.12806674512310345,0
NODE_001,2024-01-10,3959.344836438433,9.60769079846051,1,0.8784117022340119,0
NODE_001,2024-01-11,1022.939332377189,24.259683037646383,2,1.97276416055371,0
NODE_001,2024-01-12,2712.347086228823,-9.158867816187175,5,0.0516416112121012,0
NODE_001,2024-01-13,4734.851716905681,-6.101430676315042,2,0.8683759483008524,0
NODE_001,2024-01-14,2853.363057671142,19.147387359455333,4,1.7086562282513622,0
NODE_001,2024-01-15,1621.8167288679742,34.610839179574846,5,0.8075619718821292,0
NODE_001,2024-01-16,4938.039207984865,12.581086568276625,1,0.21226597779053935,0
NODE_001,2024-01-17,4984.479333812059,8.713627888045298,5,1.273000801297609,0
NODE_001,2024-01-18,4864.3708105935675,0.2361556019481732,1,0.30670676691171717,0
NODE_001,2024-01-19,2682.1811233576395,-9.251348111878793,1,1.7012185135654574,0
NODE_001,2024-01-20,4193.396554227282,-4.658978873452615,4,1.4721857890875212,0
NODE_001,2024-01-21,1683.6280092146465,30.072594839980532,5,1.9689593301190027,0
NODE_001,2024-01-22,2950.414981975198,6.515547748147412,4,1.8409737461187983,0
NODE_001,2024-01-23,3168.2649475662843,7.420004690901351,1,1.6688987854829043,0
NODE_001,2024-01-24,2638.130870571814,31.36539078321571,4,1.650993771997357,0
NODE_001,2024-01-25,1093.2997638291572,-1.03495446020181,1,1.6585707452915426,0
NODE_001,2024-01-26,4768.9149712858725,23.40414302463796,1,0.19532300653880363,0
NODE_001,2024-01-27,3147.7838737083157,34.0378813430943,2,1.5304578793722359,0
NODE_001,2024-01-28,4990.611123624927,13.800787223723948,3,1.0115483628572635,0
NODE_001,2024-01-29,1107.14246093307,32.77870761990847,2,0.14686718373039143,0
NODE_001,2024-01-30,4433.232665022145,29.742657039401884,1,1.930049320980449,0
NODE_001,2024-01-31,2604.835749921829,3.745254071945725,1,0.31505719021963086,0
NODE_001,2024-02-01,2564.3224573606544,24.76741689221428,5,1.1240562536475527,0
NODE_001,2024-02-02,2830.45697366653,-4.6487103250552755,4,1.100808046698309,0
NODE_001,2024-02-03,3682.9038282672163,15.695340096815542,1,0.5468922477330924,0
NODE_001,2024-02-04,2124.756636592482,-8.735104945014994,1,1.8217136445724238,0
NODE_001,2024-02-05,4216.942498120969,-5.193167617820682,2,0.21318482311085218,0
NODE_001,2024-02-06,2761.862212944865,-0.9520471254230003,4,0.736983275280839,0
NODE_001,2024-02-07,3007.6127309381263,7.206088023231384,5,1.8840433268686954,0
NODE_001,2024-02-08,1478.8528283872492,-5.304687778347495,2,1.755295086434655,0
NODE_001,2024-02-09,4037.7855314459825,10.638327114504087,1,0.08514345510570087,0
NODE_001,2024-02-10,1018.5405146900476,10.685287819187941,1,0.9280485628603456,0
NODE_001,2024-02-11,4631.262740642205,14.48075516678211,1,0.8020995763689507,0
NODE_001,2024-02-12,4112.873442009484,30.258784422169107,2,0.46991813229981116,0
NODE_001,2024-02-13,1373.8603311790234,34.16263372477817,3,1.927850068906134,0
NODE_001,2024-02-14,3088.692189946253,28.544077882582457,5,0.3641152866475861,0
NODE_001,2024-02-15,4964.978500712174,18.669831434817535,2,1.952629414580478,0
NODE_001,2024-02-16,2769.8802700048827,-9.630980096055648,5,0.41850759280763516,0
NODE_001,2024-02-17,3399.9298350460417,4.881385156000594,3,1.3681539348598057,0
NODE_001,2024-02-18,3561.6624612837845,12.078306876468144,2,1.4529821890279147,0
NODE_001,2024-02-19,2803.0504179335567,4.552830988834568,5,1.948512397971122,0
NODE_001,2024-02-20,3326.890781724407,9.081022931786848,5,1.9008382306688114,0
NODE_001,2024-02-21,2550.004073557332,8.58439788550556,1,1.9448083423210223,0
NODE_001,2024-02-22,2385.154828447554,9.25306606571542,1,0.5433729221666033,0
NODE_001,2024-02-23,1101.9852402115057,-5.316581077537462,2,1.4413743227758262,0
NODE_001,2024-02-24,3464.2620793322485,31.50256379631338,1,0.11943145574900194,0
NODE_001,2024-02-25,1820.3787643458825,-2.5897676535090097,4,0.21783768472000653,0
NODE_001,2024-02-26,3533.253683744079,27.261396243445986,5,0.3258377345322827,0
NODE_001,2024-02-27,1023.0143238481721,5.338121922412849,5,1.768992696992434,0
NODE_001,2024-02-28,3447.349326639477,12.794977630332635,5,1.9743029500665632,0
NODE_001,2024-02-29,1285.0739390942185,-5.005797987887339,2,1.486876177856629,0
NODE_001,2024-03-01,1974.7736103371772,-7.467768397274146,2,0.493310271768431,0
NODE_001,2024-03-02,1902.5929142265577,12.432302565023225,3,0.028970524521823693,0
NODE_001,2024-03-03,2928.562792566625,-4.055315184195915,4,0.3946800540627291,0
NODE_001,2024-03-04,3919.759387998981,6.713761861552058,2,0.6522756359162805,0
NODE_001,2024-03-05,1144.836898262601,28.363907188314634,5,1.9095453956148944,0
NODE_001,2024-03-06,4040.839369110865,12.157036825707273,3,0.9360716439143055,0
NODE_001,2024-03-07,1228.0248660504278,11.535395685663293,4,0.0029282744105469938,0
NODE_001,2024-03-08,1524.6556055449428,-1.6739486725727826,3,0.8575326254573623,0
NODE_001,2024-03-09,1958.859788061829,30.629188468737162,2,1.823100498680999,0
NODE_001,2024-03-10,2157.779532340075,18.83606155450444,3,0.6794565420944922,0
NODE_001,2024-03-11,2032.0253619678913,-8.38527731154294,4,0.5339136286399124,0
NODE_001,2024-03-12,4653.2468026625975,13.064077498353878,2,1.555121657222224,0
NODE_001,2024-03-13,3672.074129075745,6.007882157485945,1,1.039854636995903,0
NODE_001,2024-03-14,4046.952971820775,16.08087019553048,5,0.3476894633864791,0
NODE_001,2024-03-15,1823.5627727547103,20.064596065195474,1,1.5912740405257586,0
NODE_001,2024-03-16,1964.5729936356543,-4.030293169690257,5,1.0531097972720767,0
NODE_001,2024-03-17,2353.3370092955547,21.119394193757536,4,0.8056906903831322,0
NODE_001,2024-03-18,1966.5566156578689,31.67505590385008,5,1.3298873619738407,0
NODE_001,2024-03-19,4410.119066026786,-6.1030765272657135,5,0.5242429527045407,0
NODE_001,2024-03-20,2078.4448880603213,16.58028442178854,4,0.11547744992715936,0
NODE_001,2024-03-21,2067.581118322915,14.126697637196916,1,0.5918834138544726,0
NODE_001,2024-03-22,2178.594035481593,21.640711121057095,5,1.010285697042129,0
NODE_001,2024-03-23,3051.020226706609,11.23351313875045,2,0.799393313169694,0
NODE_001,2024-03-24,2576.6554948662842,11.77717079539114,4,1.0712099133602084,0
NODE_001,2024-03-25,4407.69910821659,31.99734512318163,4,1.743742152522194,0
NODE_001,2024-03-26,1647.0608866685068,18.039323973338803,2,0.9102659506540234,0
NODE_001,2024-03-27,1815.4089014582348,0.7206873562555778,1,1.299636476016557,0
NODE_001,2024-03-28,4243.32704921567,9.60744264173261,5,0.5267798356261426,0
NODE_001,2024-03-29,3776.1233609610736,24.698518847061308,3,1.419103764819855,0
NODE_001,2024-03-30,4003.8425721268923,3.5047637714371636,4,1.51988837362389,0
NODE_001,2024-03-31,4705.064018388217,13.342925726102784,3,0.3114673863402935,0
NODE_001,2024-04-01,1941.4451362604646,-9.731159989272216,4,1.3496455500208515,0
NODE_001,2024-04-02,4675.908753425925,23.59819103083484,3,1.2328675732951073,0
NODE_001,2024-04-03,4835.056138830347,19.04234421921161,5,0.40442400072971596,0
NODE_001,2024-04-04,1407.4922033610223,34.6042218999158,1,0.3498995093259507,0
NODE_001,2024-04-05,3916.6831848483566,23.140438775505835,1,1.2369004883781007,0
NODE_001,2024-04-06,3026.5397112689047,11.74842455231796,3,1.4774470967221955,0
NODE_001,2024-04-07,3194.398803475997,30.988083253021898,3,0.3799742733748084,0
NODE_001,2024-04-08,1489.7454912615565,16.91695066292284,3,0.6462289699958721,0
NODE_001,2024-04-09,2861.964059606001,-6.20565686453857,3,0.19897885400863413,0
NODE_001,2024-04-10,2666.7057212566765,-3.1706593645251138,2,1.330298215426275,0
NODE_001,2024-04-11,1560.9847591983744,16.70656024308455,5,0.16002583967413253,0
NODE_001,2024-04-12,4945.448751416203,20.55196585496919,4,1.1719958372308488,0
NODE_001,2024-04-13,2676.585777758447,25.401994409036952,5,0.6964590221353313,0
NODE_001,2024-04-14,4209.68244950207,5.195164145215035,1,1.1214745511760622,0
NODE_001,2024-04-15,4162.543941217372,-1.2376264813651012,3,0.8657073645101208,0
NODE_001,2024-04-16,2284.365445524839,21.831576426759458,2,0.09927486252943152,0
NODE_001,2024-04-17,2482.511977540674,5.411833326603293,3,1.3149142024840204,0
NODE_001,2024-04-18,2113.9647835471724,30.58118416346052,4,1.5877589997845583,0
NODE_001,2024-04-19,3463.852117724778,31.62350155641066,5,0.4669864881318855,0
NODE_001,2024-04-20,2833.9205442014177,-9.634333028040414,2,0.8250599057662245,0
NODE_001,2024-04-21,4029.9396500076296,-0.8664683611480193,5,1.0459059337033572,0
NODE_001,2024-04-22,4449.316836224898,3.94928029738929,4,1.349524791805251,0
NODE_001,2024-04-23,4901.213152446234,16.76065088328625,2,1.0852037007646778,0
NODE_001,2024-04-24,4557.405730934772,-4.24668547752734,4,1.223223514355777,0
NODE_001,2024-04-25,2475.528317980586,32.32011119583136,4,1.5162344119962132,0
NODE_001,2024-04-26,4670.290407995964,3.561445325876102,1,0.0850674164305032,0
NODE_001,2024-04-27,3819.913070522045,34.60855373471226,4,0.464893565051401,0
NODE_001,2024-04-28,3393.8157615837354,-8.484275394240887,3,0.7686682100262299,0
NODE_001,2024-04-29,4368.905934083964,9.976451040566399,4,1.439311293857487,0
NODE_001,2024-04-30,1100.351810714424,9.405524695863225,1,1.4376727487892467,0
NODE_001,2024-05-01,3238.4003580399562,-3.144078503787969,4,1.756015030936453,0
NODE_001,2024-05-02,3587.4648319124576,27.716797798084535,2,1.7847554489408555,0
NODE_001,2024-05-03,4365.784118349124,27.074118770666622,2,0.8198861903394952,0
NODE_001,2024-05-04,4027.0871150436524,20.02618707468132,5,1.426871669357965,0
NODE_001,2024-05-05,1564.2352912195374,4.743958280825613,5,1.4724618134121208,0
NODE_001,2024-05-06,3320.383271236235,10.138789399154952,3,1.7343624819441354,0
NODE_001,2024-05-07,1020.0197804117553,22.426633471169353,5,1.2684733408321207,0
NODE_001,2024-05-08,2013.4815187505897,-6.72790806437382,3,0.5095843571305958,0
NODE_001,2024-05-09,1825.6494936261874,19.522680746253677,2,0.30424023978206227,0
NODE_001,2024-05-10,4490.873900068604,24.943205556040446,4,0.2167573762808026,0
NODE_001,2024-05-11,4795.094832591076,-7.27886725414107,1,0.36982049376635073,0
NODE_001,2024-05-12,3342.5954756306596,20.2012492756848,4,0.5746295795556531,0
NODE_001,2024-05-13,4081.4222902027095,19.897045491526253,5,0.917922341171701,0
NODE_001,2024-05-14,3439.3374103497763,22.10058434507667,1,1.4699095720194792,0
NODE_001,2024-05-15,1029.7570474614006,24.234611822517493,1,1.0165294447463837,0
NODE_001,2024-05-16,2350.8576132328544,-4.083774372448065,2,1.1162145312543053,1
NODE_001,2024-05-17,1118.091062716048,28.048353721865,3,0.5328844628415659,0
NODE_001,2024-05-18,3832.779153176973,4.616512433818627,5,0.173667501420248,0
NODE_001,2024-05-19,4728.221129871035,0.4820694760262363,5,0.3220823721222783,0
NODE_001,2024-05-20,3659.8880860580502,17.69353725105231,4,1.7587560441039323,0
NODE_001,2024-05-21,1086.6817459832348,-3.426604238139526,2,0.002367318959783704,0
NODE_001,2024-05-22,4582.088748649213,11.857813082840746,3,1.1132073085503988,0
NODE_001,2024-05-23,3407.5998013681397,9.378984240289334,5,1.2694547686592037,0
NODE_001,2024-05-24,3694.4582899542697,12.464418112644871,3,0.23093906501544104,0
NODE_001,2024-05-25,3173.9551881588677,-5.339550595398135,5,1.6309291186448127,0
NODE_001,2024-05-26,3853.1997534872653,10.976099077355613,3,0.8572985064518155,0
NODE_001,2024-05-27,3037.4600788123344,18.078945220352725,1,0.8575118651663574,0
NODE_001,2024-05-28,1501.0886277890022,3.697706343488518,4,0.7773430894280813,0
NODE_001,2024-05-29,3440.6292950333022,18.913789128254763,5,0.9933254387517321,0
NODE_001,2024-05-30,2094.475155611573,12.425369699358995,4,0.08203158877273053,0
NODE_001,2024-05-31,4842.807849992436,20.04521429577358,1,0.6905663553824375,0
NODE_001,2024-06-01,1213.697705849622,25.142319676850356,4,1.2209752915407555,0
NODE_001,2024-06-02,1312.7805169974577,23.832983528799417,4,1.8609468957070012,0
NODE_001,2024-06-03,2903.2970389822312,-8.180480374390168,4,1.50769918955366,0
NODE_001,2024-06-04,4784.587395231647,5.984683363507608,4,0.5493156165357129,0
NODE_001,2024-06-05,2921.9010379368647,16.971115875244074,2,0.1375081920269121,1
NODE_001,2024-06-06,1592.2731934503386,25.84884827065037,1,1.1547186172595159,0
NODE_001,2024-06-07,4414.02078075172,-1.3793467424166366,2,0.5444823224672986,0
NODE_001,2024-06-08,4229.705596736478,-4.411299265137712,4,0.3146870543001272,0
NODE_001,2024-06-09,2655.731281685038,28.299553843968354,5,1.877055193110184,0
NODE_001,2024-06-10,4611.68751721159,22.28583557456171,2,0.28689415335452084,0
NODE_001,2024-06-11,2237.003206462398,32.279184967047925,3,1.2607356847738602,0
NODE_001,2024-06-12,1882.9261263833682,-4.324269792351685,2,0.9565193250364836,0
NODE_001,2024-06-13,2193.719813791853,-7.353698371315977,3,1.9099974309735035,0
NODE_001,2024-06-14,4667.746230895687,34.86418500276387,4,1.0819456408948331,0
NODE_001,2024-06-15,4556.951518412219,0.9442638944347372,4,0.34563521307313727,0
NODE_001,2024-06-16,4388.452556921651,19.865962836787457,5,1.2331654388330084,0
NODE_001,2024-06-17,4953.827963536292,-3.8189542060637667,1,0.018084125483251334,0
NODE_001,2024-06-18,1095.78858181764,8.63461024028214,2,1.6411691481920443,0
NODE_001,2024-06-19,4453.349324998693,19.821888576298864,1,0.21127428406453608,0
NODE_001,2024-06-20,4372.14441307265,-2.7167905421409717,2,1.8410625747543536,0
NODE_001,2024-06-21,2059.2797257319635,11.74373724335581,5,0.15850807580323312,0
